ID,TITLE,LINK,ADDRESS,SALARY,EXPERIENCE,LEVEL,LOCATION,JOB_NAME
556,Nhân Viên Kế Toán Kho Thành Thạo Tiếng Trung,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-kho-thanh-thao-tieng-trung-binh-duong-100158081.html,"Module 4, Lô E5 và E6, Đường N5 và một phần nhà xưởng P2.1-X2, Module 3, lô E11 và E12, Khu công nghiệp Nam Tân Uyên mở rộng, Phường Hội Nghĩa, Thị xã Tân Uyên, Tỉnh Bình Dương, Việt Nam",12 - 15 triệu,1 năm,Không yêu cầu,Bình Dương,Tài chính/Kế toán/Kiểm toánNgân hàng/Chứng khoán/Đầu tưHành chính/Thư ký/Trợ lý
557,Nhân Viên Tuyển Dụng - HCNS,https://timviecnhanh.com/tuyen-nhan-vien-tuyen-dung-hcns-binh-duong-100156583.html,"Thửa đất số 23 tờ bản đồ số 26, khu phố 1, Phường Hiệp An, Thành phố Thủ Dầu Một, Tỉnh Bình Dương",8 - 15 triệu,Không yêu cầu kinh nghiệm,Đại học,Bình Dương,Nhân sựHành chính/Thư ký/Trợ lý
558,Kế Toán Tổng Hợp,https://timviecnhanh.com/tuyen-ke-toan-tong-hop-binh-duong-100160971.html,"KCN Tân Kim mở rộng, thị trấn Cần Giuộc, huyện Cần Giuộc, tỉnh Long An",10 - 12 triệu,3 năm,Cao đẳng,Bình Dương,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lý
559,Trợ Lý Kinh Doanh Biết Tiếng Anh,https://timviecnhanh.com/tuyen-tro-ly-kinh-doanh-biet-tieng-anh-binh-duong-100157623.html,"Thửa đất số 1196, tờ bản đồ DC81, đường N2, Kp. Bình Phú, P. Bình Chuẩn, Thành Phố Thuận An, Tỉnh Bình Dương",15 - 20 triệu,1 năm,Trung cấp,Bình Dương,Hành chính/Thư ký/Trợ lýXuất - Nhập khẩu/Ngoại thươngKinh doanh
560,Nam Trưởng Phòng Nhân Sự - Thu Nhập Lên Đến 20 Triệu,https://timviecnhanh.com/tuyen-nam-truong-phong-nhan-su-thu-nhap-len-den-20-trieu-binh-duong-100158061.html,"Lô A, đường 1B, khu công nghiệp Đồng An, Phường Bình Hòa, Thành phố Thuận An, Tỉnh Bình Dương, Việt Nam",15 - 20 triệu,3 năm,Đại học,Bình DươngTP.HCMĐồng Nai,Nhân sựQuản lý điều hànhHành chính/Thư ký/Trợ lý
561,"Lazada - Nhân Viên Chăm Sóc Khách Hàng (Pv Online, Giờ Hành Chính, Off Chủ Nhật)",https://timviecnhanh.com/tuyen-lazada-nhan-vien-cham-soc-khach-hang-pv-online-gio-hanh-chinh-off-chu-nhat-tp-hcm-100185951.html,"Tầng 8, Tòa nhà Scetpa, 19A Cộng Hòa, P.12, Q. Tân Bình, TP. Hồ Chí Minh",7 - 10 triệu,Dưới 1 năm,Trung cấp,TP.HCM,Chăm sóc khách hàngBán hàngHành chính/Thư ký/Trợ lý
562,Nhân Viên Dịch Vụ Khách Hàng,https://timviecnhanh.com/tuyen-nhan-vien-dich-vu-khach-hang-ha-noi-100184040.html,"Số 33 Võ Văn Dũng, P.Ô chợ Dừa, Q.Đống Đa, Hà Nội, và 81CMT8, P bến Thành, Q1, TP HCM",7 - 10 triệu,1 năm,Trung học,Hà NộiTP.HCM,Chăm sóc khách hàngCông nghệ thông tinHành chính/Thư ký/Trợ lý
563,Nhân Viên Tư Vấn - Làm Việc Tại Văn Phòng (Đi Làm Ngay),https://timviecnhanh.com/tuyen-nhan-vien-tu-van-lam-viec-tai-van-phong-di-lam-ngay-tp-hcm-100173401.html,"353 Vành Đai Trong, P. Bình Trị Đông B, Quận Bình Tân, Thành phố Hồ Chí Minh",7 - 10 triệu,Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Bán hàngHành chính/Thư ký/Trợ lýKinh doanh
564,Nhân Viên Tư Vấn - Telesales (Tại Quận 2),https://timviecnhanh.com/tuyen-nhan-vien-tu-van-telesales-tai-quan-2-tp-hcm-100180170.html,"Quận 2, TP Hồ Chí Minh.",12 - 15 triệu,Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Kinh doanhChăm sóc khách hàngHành chính/Thư ký/Trợ lý
565,Nhân Viên Chăm Sóc Khách Hàng Viettel _Có Ca Hành Chính (Quận Tân Phú),https://timviecnhanh.com/tuyen-nhan-vien-cham-soc-khach-hang-viettel-co-ca-hanh-chinh-quan-tan-phu-tp-hcm-100181642.html,"Tầng 2 - Block C - Cao ốc Vạn Đô 348 Bến Vân Đồn, Phường 1, Quận 4, TPHCM.",7 - 10 triệu,Chưa có kinh nghiệm,Trung cấp,TP.HCM,Chăm sóc khách hàngKinh doanhHành chính/Thư ký/Trợ lý
566,Nhân Viên Kinh Doanh Nữ Làm Tại Văn Phòng - Đi Làm Ngay,https://timviecnhanh.com/tuyen-nhan-vien-kinh-doanh-nu-lam-tai-van-phong-di-lam-ngay-tp-hcm-100173706.html,"Lầu 7, 41-43 Trần Cao Vân, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",12 - 15 triệu ( + Hoa hồng từ 5% đến 10%),Không yêu cầu kinh nghiệm,Cao đẳng,TP.HCM,Kinh doanhChăm sóc khách hàngHành chính/Thư ký/Trợ lý
567,Shopee Lâm Đồng - Nhân Viên Chăm Sóc Khách Hàng (Kênh Chat) Tại Đức Trọng - Lâm Đồng,https://timviecnhanh.com/tuyen-shopee-lam-dong-nhan-vien-cham-soc-khach-hang-kenh-chat-tai-duc-trong-lam-dong-binh-thuan-100167662.html,"Tầng 8, Tòa nhà Scetpa, 19A Cộng Hòa, P.12, Q. Tân Bình, TP. Hồ Chí Minh",5 - 7 triệu,Chưa có kinh nghiệm,Trung cấp,Bình ThuậnKhánh HòaLâm ĐồngĐắk LắkTP.HCM,Chăm sóc khách hàngHành chính/Thư ký/Trợ lýSinh viên/Mới tốt nghiệp/Thực tập
568,Trợ Lý Giám Đốc Cấp Cao,https://timviecnhanh.com/tuyen-tro-ly-giam-doc-cap-cao-tp-hcm-100171397.html,"27 Lê Văn Huân, Phường 13, Quận Tân Bình, TP Hồ Chí Minh",15 - 20 triệu,1 năm,Cao đẳng,TP.HCMToàn quốc,Hành chính/Thư ký/Trợ lýXuất - Nhập khẩu/Ngoại thươngNgoại ngữ
569,Nhân Viên Hành Chính (Sales Admin) Tuổi 18 - 26,https://timviecnhanh.com/tuyen-nhan-vien-hanh-chinh-sales-admin-tuoi-18-26-tp-hcm-100184140.html,"54B Bạch Đằng , Phường 2 Quận Tân Bình, Tp Hồ Chí Minh",8 - 15 triệu,Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Chăm sóc khách hàngHành chính/Thư ký/Trợ lýBán hàng
570,HR Manager,https://timviecnhanh.com/tuyen-hr-manager-tp-hcm-100182747.html,"Tầng 4 KOVA Center, 92 G-H Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TP.HCM",Chưa cập nhật,4 năm,Đại học,TP.HCM,Nhân sựHành chính/Thư ký/Trợ lý
571,"Baemin HCM - Nhân Viên Chăm Sóc Khách Hàng (Phụ Cấp, Thiết Bị Làm Việc, Phỏng Vấn Online)",https://timviecnhanh.com/tuyen-baemin-hcm-nhan-vien-cham-soc-khach-hang-phu-cap-thiet-bi-lam-viec-phong-van-online-tp-hcm-100182592.html,"Tầng 8, Tòa nhà Scetpa, 19A Cộng Hòa, P.12, Q. Tân Bình, TP. Hồ Chí Minh",7 - 10 triệu,1 năm,Trung cấp,TP.HCM,Chăm sóc khách hàngBán hàngHành chính/Thư ký/Trợ lý
572,Nhân Viên Kế Toán - Đi Làm Ngay,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-di-lam-ngay-tp-hcm-100182501.html,115 / 2 - Đường C18 - Phường 12 - Q. Tân Bình - Tp. HCM,7 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lý
573,Nhân Viên Sales Admin,https://timviecnhanh.com/tuyen-nhan-vien-sales-admin-tp-hcm-100171813.html,"455 Đường 27/4, Phường Phước Hưng, Thành phố Bà Rịa, Tỉnh Bà Rịa - Vũng Tàu, Việt Nam",7 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Hành chính/Thư ký/Trợ lý
574,"Nhân Viên Nhập Liệu (Biết Tiếng Nhật, Không Yêu Cầu Kinh Nghiệm)",https://timviecnhanh.com/tuyen-nhan-vien-nhap-lieu-biet-tieng-nhat-khong-yeu-cau-kinh-nghiem-binh-duong-100180710.html,"Thửa đất số 1642 - 1643, Tờ bản đồ số 273, KĐC Việt Sing, Phường An Phú, Thành phố Thuận An, Tỉnh Bình Dương, Việt Nam.",8 - 10 triệu,Chưa có kinh nghiệm,Cao đẳng,Bình DươngTP.HCM,Hành chính/Thư ký/Trợ lýNgoại ngữXây dựng
575,"NV Kinh Doanh BĐS Đất Nền (Đi Làm Ngay, Có Lương Cơ Bản - Thu Nhập Từ 50Tr / Tháng)",https://timviecnhanh.com/tuyen-nv-kinh-doanh-bds-dat-nen-di-lam-ngay-co-luong-co-ban-thu-nhap-tu-50tr-thang-tp-hcm-100186785.html,"220 Phạm Văn Đồng, P. 01, Q. Gò Vấp, TPHCM",Trên 50 triệu,Không yêu cầu kinh nghiệm,Không yêu cầu,TP.HCM,Kinh doanhChăm sóc khách hàngHành chính/Thư ký/Trợ lý
576,Nhân Viên Văn Phòng - Đi Làm Ngay Tại Tân Bình,https://timviecnhanh.com/tuyen-nhan-vien-van-phong-di-lam-ngay-tai-tan-binh-tp-hcm-100182435.html,"Số 3 Đường C1, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",7 - 10 triệu ( + Hoa hồng từ 2% đến 3%),Chưa có kinh nghiệm,Trung học,TP.HCM,Hành chính/Thư ký/Trợ lýChăm sóc khách hàngSinh viên/Mới tốt nghiệp/Thực tập
577,Nhân Viên Văn Phòng Biêt Tiếng Trung 会中文文员和筹备干部,https://timviecnhanh.com/tuyen-nhan-vien-van-phong-biet-tieng-trung-tay-ninh-100177618.html,"Lô 40-6 đường N14, Khu CN Phước Đông - Xã Phước Đông - Huyện Gò Dầu - Tây Ninh",15 - 20 triệu,2 năm,Trung học,Tây NinhTP.HCMBình PhướcBình DươngĐồng Nai,Hành chính/Thư ký/Trợ lýLao động phổ thôngNgoại ngữ
578,Nhân Viên Kế Toán Hành Chính,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-hanh-chinh-tp-hcm-100186540.html,"228 Phó Cơ Điều, Phường 6, Quận 11",10 - 12 triệu,2 năm,Đại học,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýChăm sóc khách hàng
579,"Nhân Viên Giao Nhận Hiện Trường (Hà Nội, HCM)",https://timviecnhanh.com/tuyen-nhan-vien-giao-nhan-hien-truong-ha-noi-hcm-ha-noi-100176174.html,46 Bạch Đằng - Phường 2 - Quận Tân Bình - TP Hồ Chí Minh.,8 - 12 triệu,1 năm,Trung cấp,Hà NộiTP.HCM,Xuất - Nhập khẩu/Ngoại thươngKinh doanhHành chính/Thư ký/Trợ lý
580,Nhân Viên Trợ Lý (Biết Tiếng Trung),https://timviecnhanh.com/tuyen-nhan-vien-tro-ly-biet-tieng-trung-tp-hcm-100187105.html,"Lô 30-32-34 Đường Số 3, KCN Tân Tạo, P.Tân Tạo A, Q Bình Tân, TP.HCM",10 - 12 triệu,Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Biên dịch/Phiên dịchHành chính/Thư ký/Trợ lýNgoại ngữ
581,Nhân Viên Thu Hồi Nợ Qua Điện Thoại - Đi làm ngay,https://timviecnhanh.com/tuyen-nhan-vien-thu-hoi-no-qua-dien-thoai-di-lam-ngay-tp-hcm-100177732.html,"Tầng 4, Cao ốc H3, 384 Hoàng Diệu, phường 6, quận 4, TP. HCM.",8 - 30 triệu,Chưa có kinh nghiệm,Trung học,TP.HCM,Bán hàngChăm sóc khách hàngHành chính/Thư ký/Trợ lý
582,Chăm Sóc Khách Hàng Viettel Tại Hồ Chí Minh Và Đà Nẵng,https://timviecnhanh.com/tuyen-cham-soc-khach-hang-viettel-tai-ho-chi-minh-va-da-nang-tp-hcm-100187409.html,Cụm công nghiệp Lai Xá - Xã Kim Chung - Huyện Hoài Đức - Thành phố Hà Nội,7 - 10 triệu,Chưa có kinh nghiệm,Trung cấp,TP.HCMĐà Nẵng,Chăm sóc khách hàngBán hàngHành chính/Thư ký/Trợ lý
583,Kế Toán Nội Bộ,https://timviecnhanh.com/tuyen-ke-toan-noi-bo-tp-hcm-100187200.html,"708 Âu Cơ Phường 14, Quận Tân Bình,Tphcm",7 - 10 triệu,Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánBán hàngHành chính/Thư ký/Trợ lý
584,Kế Toán Quỹ,https://timviecnhanh.com/tuyen-ke-toan-quy-tp-hcm-100180484.html,"192 Lý Thái Tổ, Phường 1, Quận 3",8 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýSinh viên/Mới tốt nghiệp/Thực tập
585,Tổng Đài Viên – Nhân Viên Call Center,https://timviecnhanh.com/tuyen-tong-dai-vien-nhan-vien-call-center-tp-hcm-100186072.html,"Căn B-00.03, Tầng trệt, Tháp B, Chung cư SADORA - Số 2, đường 13, Phường Thủ Thiêm, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",7 - 10 triệu,Chưa có kinh nghiệm,Không yêu cầu,TP.HCM,Chăm sóc khách hàngLao động phổ thôngHành chính/Thư ký/Trợ lý
586,Sale Admin,https://timviecnhanh.com/tuyen-sale-admin-tp-hcm-100184408.html,"Số 2A Bình Chiểu, Phường Bình Chiểu, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",12 - 15 triệu,1 năm,Cao đẳng,TP.HCM,Hành chính/Thư ký/Trợ lýNhân sựBán hàng
587,Nhân Viên Sales Admin - Làm Hcvp - Thu Nhập Trên 15Tr / Tháng,https://timviecnhanh.com/tuyen-nhan-vien-sales-admin-lam-hcvp-thu-nhap-tren-15tr-thang-tp-hcm-100177951.html,"52 Ngô Quyền, Phường 5, Quận 10, Thành phố Hồ Chí Minh",7 - 10 triệu,Không yêu cầu kinh nghiệm,Không yêu cầu,TP.HCM,Hành chính/Thư ký/Trợ lýKinh doanhBất động sản
588,Nhân Viên Tư Vấn Tại Văn Phòng -Tân Bình,https://timviecnhanh.com/tuyen-nhan-vien-tu-van-tai-van-phong-tan-binh-tp-hcm-100182375.html,"Số 20A Cộng Hòa, Phường 12, Quận Tân Bình, TP Hồ Chí Minh",10 - 25 triệu,Không yêu cầu kinh nghiệm,Không yêu cầu,TP.HCM,Chăm sóc khách hàngHành chính/Thư ký/Trợ lýNgân hàng/Chứng khoán/Đầu tư
589,Giao Dịch Viên (Không Yêu Cầu Kinh Nghiệm),https://timviecnhanh.com/tuyen-giao-dich-vien-khong-yeu-cau-kinh-nghiem-tp-hcm-100186363.html,"616-618 đường Ba tháng Hai, Phường 14, Quận 10, Hồ Chí Minh",6 - 10 triệu,Chưa có kinh nghiệm,Trung cấp,TP.HCMBình DươngĐồng Nai,Chăm sóc khách hàngHành chính/Thư ký/Trợ lýSinh viên/Mới tốt nghiệp/Thực tập
590,Nhân Viên Kế Toán / Admin,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-admin-tp-hcm-100181087.html,"98 Bàu Cát 2, Phường 12, Q. Tân Bình, Hồ Chí Minh",7 - 10 triệu,Chưa có kinh nghiệm,Cao đẳng,TP.HCM,Hành chính/Thư ký/Trợ lýTài chính/Kế toán/Kiểm toánNhân sự
591,Nhân Viên Kinh Doanh - Đi Làm Ngay,https://timviecnhanh.com/tuyen-nhan-vien-kinh-doanh-di-lam-ngay-tp-hcm-100177629.html,"492/2 Nguyễn Thị Minh Khai , P2, Q3, TP.HCM",7 - 10 triệu,Dưới 1 năm,Cao đẳng,TP.HCM,Kinh doanhBán hàngHành chính/Thư ký/Trợ lý
592,Kế Toán Tổng Hợp - Thuế Làm Tại Quận 12,https://timviecnhanh.com/tuyen-ke-toan-tong-hop-thue-lam-tai-quan-12-tp-hcm-100181466.html,"18F1 Đường DD5, P.Tân Hưng Thuận, Quận 12",7 - 11 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýNhân sự
593,Assistant Business Manager (Trợ Lý Giám Đốc) - Ưu Tiên Có Kinh Nghiệm Về Ngành Giày,https://timviecnhanh.com/tuyen-assistant-business-manager-tro-ly-giam-doc-uu-tien-co-kinh-nghiem-ve-nganh-giay-tp-hcm-100178848.html,"D10/89Q, Quốc lộ 1A (trong khuôn viên Công ty TNHH PouYuen Việt Nam), Phường Tân Tạo, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",18 - 23 triệu,Dưới 1 năm,Trung cấp,TP.HCM,Giày da/Thuộc daBiên dịch/Phiên dịchHành chính/Thư ký/Trợ lý
594,Nhân Viên Kế Toán (Làm Việc Tại Thị Trấn Củ Chi),https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-lam-viec-tai-thi-tran-cu-chi-tp-hcm-100181127.html,"262 Tỉnh lộ 8, Khu phố 4, Thị trấn Củ Chi, Huyện Củ Chi, Tp. HCM",7 - 10 triệu,2 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánBán hàngHành chính/Thư ký/Trợ lý
595,Nhân Viên Tư Vấn Tuyển Sinh,https://timviecnhanh.com/tuyen-nhan-vien-tu-van-tuyen-sinh-tp-hcm-100175797.html,"57 Hồ Văn Huê, Phường 09, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",10 - 12 triệu,Dưới 1 năm,Đại học,TP.HCM,Ngoại ngữChăm sóc khách hàngHành chính/Thư ký/Trợ lý
596,Chăm Sóc Khách Hàng (Làm Việc Tại Thị Trấn Củ Chi),https://timviecnhanh.com/tuyen-cham-soc-khach-hang-lam-viec-tai-thi-tran-cu-chi-tp-hcm-100181129.html,"262 Tỉnh lộ 8, Khu phố 4, Thị trấn Củ Chi, Huyện Củ Chi, Tp. HCM",7 - 10 triệu,Dưới 1 năm,Cao đẳng,TP.HCM,Chăm sóc khách hàngKinh doanhHành chính/Thư ký/Trợ lý
597,Kế Toán Nội Bộ / Nhân Viên Văn Phòng,https://timviecnhanh.com/tuyen-ke-toan-noi-bo-nhan-vien-van-phong-dong-nai-100180819.html,"Số 09, Đường Lý Phục Man, Phường Bình Thuận, Q.7, HCM",7 - 10 triệu,Không yêu cầu kinh nghiệm,Trung cấp,Đồng NaiTP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýKho vận/Vật tư/Thu mua
598,Trưởng Phòng Nhân Sự,https://timviecnhanh.com/tuyen-truong-phong-nhan-su-tp-hcm-100173764.html,"450/60 Ấp 1, Xã Đông Thạnh, H. Hóc Môn, TP.HCM",12 - 20 triệu,1 năm,Đại học,TP.HCM,Nhân sựHành chính/Thư ký/Trợ lýQuản lý điều hành
599,"Nhân Viên Văn Phòng Biết Ngoại Ngữ (Anh, Pháp, Đức)",https://timviecnhanh.com/tuyen-nhan-vien-van-phong-biet-ngoai-ngu-anh-phap-duc-ha-noi-100171083.html,"Số 217 Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Thành phố Hà Nội, Việt Nam",7 - 10 triệu,Dưới 1 năm,Cao đẳng,Hà NộiTP.HCM,Ngoại ngữHành chính/Thư ký/Trợ lýQuan hệ đối ngoại
600,Nhân Viên Kinh Doanh Tại Văn Phòng (Lương 7 - 25 Triệu),https://timviecnhanh.com/tuyen-nhan-vien-kinh-doanh-tai-van-phong-luong-7-25-trieu-tp-hcm-100184198.html,"78 Võ Công Tồn, Phường Tân Quý, Quận Tân Phú",7 - 25 triệu,Không yêu cầu kinh nghiệm,Không yêu cầu,TP.HCM,Kinh doanhChăm sóc khách hàngHành chính/Thư ký/Trợ lý
601,Nữ Nhân Viên Chứng Từ,https://timviecnhanh.com/tuyen-nu-nhan-vien-chung-tu-tp-hcm-100179300.html,"Phòng 1.2 Tầng 8, 06 Nguyễn Khắc Viện - Phường Tân Phú - Quận 7 - TP Hồ Chí Minh.",7 - 10 triệu,Chưa có kinh nghiệm,Trung cấp,TP.HCM,Xuất - Nhập khẩu/Ngoại thươngHành chính/Thư ký/Trợ lýChăm sóc khách hàng
602,Nhân Viên Hành Chánh Nhân Sự - Nữ,https://timviecnhanh.com/tuyen-nhan-vien-hanh-chanh-nhan-su-nu-tp-hcm-100180177.html,"47-49 Lê Quý Đôn, Phường 7, Quận 3, TP. HCM",7 - 10 triệu,1 năm,Trung cấp,TP.HCM,Nhân sựDu lịch/Nhà hàng/Khách sạnHành chính/Thư ký/Trợ lý
603,Nhân Viên Kinh Doanh - Không Yêu Cầu Kinh Nghiệm,https://timviecnhanh.com/tuyen-nhan-vien-kinh-doanh-khong-yeu-cau-kinh-nghiem-tp-hcm-100181292.html,"105 Bình Quới, Phường 27, Quận Bình Thạnh, Thành phố Hồ Chí Minh",10 - 30 triệu ( + Hoa hồng từ 3% đến 5%),Chưa có kinh nghiệm,Trung học,TP.HCM,Bất động sảnHành chính/Thư ký/Trợ lýKinh doanh
604,Tổng Đài Viên Tư Vấn Tài Chính (Quận 1) Lương 7-10 Triệu,https://timviecnhanh.com/tuyen-tong-dai-vien-tu-van-tai-chinh-quan-1-luong-7-10-trieu-tp-hcm-100173080.html,"21 Nguyễn Trung Ngạn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",7 - 10 triệu,1 năm,Trung cấp,TP.HCM,Chăm sóc khách hàngKinh doanhHành chính/Thư ký/Trợ lý
605,Giám Đốc Tài Chính,https://timviecnhanh.com/tuyen-giam-doc-tai-chinh-tp-hcm-100174078.html,"35, Đường 12, KDC Gia Hoà, Xã Phong Phú, Huyện Bình Chánh",20 - 25 triệu,3 năm,Đại học,TP.HCMBình Dương,Tài chính/Kế toán/Kiểm toánQuản lý điều hànhHành chính/Thư ký/Trợ lý
606,Thư Ký Riêng/ Trợ Lý Riêng,https://timviecnhanh.com/tuyen-thu-ky-rieng-tro-ly-rieng-tp-hcm-100181733.html,"4426 Nguyễn Cửu Phú, Khu phố 4, Phường Tân Tạo A, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",10 - 25 triệu,1 năm,Trung cấp,TP.HCM,Hành chính/Thư ký/Trợ lýCơ khí/Kĩ thuật ứng dụngNgoại ngữ
607,Kế Toán Kho,https://timviecnhanh.com/tuyen-ke-toan-kho-tp-hcm-100181746.html,"4426 Nguyễn Cửu Phú, Khu phố 4, Phường Tân Tạo A, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",8 - 12 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýNgân hàng/Chứng khoán/Đầu tư
608,Chuyên Viên Kế Toán Công Nợ,https://timviecnhanh.com/tuyen-chuyen-vien-ke-toan-cong-no-tp-hcm-100172410.html,"B26+27 Khu B Hoàng Cầu, Đống Đa, Hà Nội",8 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýNgân hàng/Chứng khoán/Đầu tư
609,Nhân Viên Văn Phòng (Không Yêu Cầu Kinh Nghiệm),https://timviecnhanh.com/tuyen-nhan-vien-van-phong-khong-yeu-cau-kinh-nghiem-tp-hcm-100178855.html,"Lê Lợi, Quận 1, Thành phố Hồ Chí Minh",10 - 12 triệu,Không yêu cầu kinh nghiệm,Không yêu cầu,TP.HCM,Kinh doanhHành chính/Thư ký/Trợ lýChăm sóc khách hàng
610,Chuyên Viên Tư Vấn Bảo Hiểm - Thưởng Không Giới Hạn,https://timviecnhanh.com/tuyen-chuyen-vien-tu-van-bao-hiem-thuong-khong-gioi-han-tp-hcm-100181680.html,"AIAexchange HCM, Tầng 15 Vincom Center Đồng Khởi, Quận 1, TP.HCM",8 - 30 triệu ( + Hoa hồng từ 28% đến 40%),1 năm,Cao đẳng,TP.HCM,Hành chính/Thư ký/Trợ lýChăm sóc khách hàng
611,Nhân Viên Tư Vấn Tại Văn Phòng (Telesales) - Thu Nhập Từ 10 Triệu,https://timviecnhanh.com/tuyen-nhan-vien-tu-van-tai-van-phong-telesales-thu-nhap-tu-10-trieu-tp-hcm-100177274.html,"364/12A Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",10 - 20 triệu ( + Hoa hồng từ 7% đến 9%),Không yêu cầu kinh nghiệm,Không yêu cầu,TP.HCM,Chăm sóc khách hàngHành chính/Thư ký/Trợ lýKinh doanh
612,Nhân Viên Kế Toán - Nhận Việc Ngay,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-nhan-viec-ngay-tp-hcm-100175428.html,"Khu A, Lô 27a-29-31-33-35-37-39 Đường số 10, Khu Chế Xuất Tân Thuận, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh",7 - 10 triệu,Dưới 1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánNgân hàng/Chứng khoán/Đầu tưHành chính/Thư ký/Trợ lý
613,Nhân Viên Tổng Vụ,https://timviecnhanh.com/tuyen-nhan-vien-tong-vu-tp-hcm-100174173.html,"Lô số C15A, C16, C17, Đường số 9, Khu Công Nghiệp Lê Minh Xuân, Xã Tân Nhựt, Huyện Bình Chánh, HCM",9 - 11 triệu,1 năm,Không yêu cầu,TP.HCM,Hành chính/Thư ký/Trợ lýNgoại ngữNhân sự
614,Kế Toán Thuế Kiêm Kế Toán Tổng Hợp,https://timviecnhanh.com/tuyen-ke-toan-thue-kiem-ke-toan-tong-hop-tp-hcm-100174093.html,"25 Tôn Đản, Phường 13, Quận 4, Thành phố Hồ Chí Minh",14 - 15 triệu,2 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýMỹ phẩm/Thời trang/Trang sức
615,Công Nhân May Không Cần Kinh Nghiệm (Đi Làm Ngay),https://timviecnhanh.com/tuyen-cong-nhan-may-khong-can-kinh-nghiem-di-lam-ngay-tp-hcm-100182102.html,"Lô Q.06~12A, Đường 18, Khu chế xuất Tân Thuận, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",7 - 10 triệu,Không yêu cầu kinh nghiệm,Không yêu cầu,TP.HCM,Lao động phổ thôngDệt mayHành chính/Thư ký/Trợ lý
616,Nhân Viên Lễ Tân Phòng Khám,https://timviecnhanh.com/tuyen-nhan-vien-le-tan-phong-kham-tp-hcm-100174482.html,"160-162 Lê Hồng Phong, Phường 03, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",5 - 7 triệu,Dưới 1 năm,Trung cấp,TP.HCM,PG/PB/Lễ tânHành chính/Thư ký/Trợ lýY tế
617,Nhân Viên Hải Quan,https://timviecnhanh.com/tuyen-nhan-vien-hai-quan-tp-hcm-100174176.html,"Lô số C15A, C16, C17, Đường số 9, Khu Công Nghiệp Lê Minh Xuân, Xã Tân Nhựt, Huyện Bình Chánh, HCM",10 - 12 triệu,1 năm,Cao đẳng,TP.HCM,Xuất - Nhập khẩu/Ngoại thươngHành chính/Thư ký/Trợ lý
